Category,Product_ID,Total_Revenue,Total_Units
Masculine,10627,17742.0,258
Masculine,2248,17741.4,173
Masculine,5687,17724.1,205
Masculine,5557,17700.75,250
Masculine,1547,17691.7,211
Masculine,6935,17668.1,337
Masculine,225,17654.2,115
Masculine,7143,17640.45,365
Masculine,9587,17633.8,266
Masculine,1468,17622.04,176
Masculine,2513,17616.4,108
Masculine,6987,17608.35,349
Masculine,14865,17580.05,367
Masculine,13150,17563.2,461
Masculine,198,17516.5,107
Masculine,1083,17510.05,129
Masculine,5037,17500.3,240
Masculine,10809,17488.35,242
Masculine,9327,17460.75,244
Masculine,6260,17459.9,358
Masculine,7793,17458.3,390
Masculine,16891,17455.0,59
Masculine,4725,17454.55,247
Masculine,2071,17442.7,135
Masculine,6233,17439.95,402
Masculine,15378,17430.5,69
Masculine,15794,17370.0,61
Masculine,8522,17366.9,379
Masculine,1625,17364.45,179
Masculine,1338,17361.7,129
Masculine,9535,17348.3,243
Masculine,5635,17346.2,247
Masculine,17042,17346.0,70
Masculine,14605,17329.2,425
Masculine,4362,17313.3,247
Masculine,2118,17301.11,184
Masculine,6597,17282.45,402
Masculine,11642,17268.4,249
Masculine,6103,17267.25,316
Masculine,2509,17233.0,182
Masculine,11329,17230.3,259
Masculine,1212,17216.25,122
Masculine,8885,17212.6,413
Masculine,15175,17198.0,63
Masculine,4283,17185.8,221
Masculine,11148,17176.0,254
Masculine,4517,17173.5,233
Masculine,13799,17158.0,392
Masculine,2950,17140.51,191
Masculine,3737,17136.65,243
Masculine,12265,17130.35,392
Masculine,9483,17113.5,223
Masculine,11043,17108.9,265
Masculine,3711,17103.3,242
Masculine,16735,17081.0,68
Masculine,16215,17078.5,64
Masculine,16137,17060.0,60
Masculine,510,17056.3,135
Masculine,1702,17040.22,182
Masculine,15591,17009.0,67
Masculine,10316,16994.0,253
Masculine,4881,16967.75,229
Masculine,9172,16958.0,249
Masculine,2851,16941.5,100
Masculine,15430,16941.0,58
Masculine,7716,16940.45,411
Masculine,8521,16939.5,387
Masculine,7429,16926.5,375
Masculine,5246,16914.7,261
Masculine,4387,16886.9,247
Masculine,5427,16858.75,232
Masculine,14138,16851.2,442
Masculine,17073,16837.5,52
Masculine,5297,16781.9,248
Masculine,2430,16768.96,197
Masculine,10601,16729.45,227
Masculine,407,16728.75,118
Masculine,11330,16727.1,253
Masculine,5271,16707.5,182
Masculine,12942,16679.15,450
Masculine,6389,16664.55,389
Masculine,8547,16651.25,360
Masculine,1810,16643.9,112
Masculine,2770,16637.0,157
Masculine,8703,16627.75,377
Masculine,1707,16617.0,126
Masculine,2508,16612.62,179
Masculine,17016,16594.0,61
Masculine,324,16593.48,170
Masculine,38,16592.24,188
Masculine,16210,16552.0,54
Masculine,11486,16548.5,270
Masculine,4154,16540.3,239
Masculine,10445,16540.05,271
Masculine,4205,16523.75,233
Masculine,2145,16518.05,192
Masculine,2404,16516.11,168
Masculine,7560,16509.7,403
Masculine,2045,16502.0,108
Masculine,2223,16494.3,179
Masculine,1030,16486.15,144
Masculine,562,16485.5,112
Masculine,377,16467.05,198
Masculine,7352,16460.45,406
Masculine,3529,16454.6,249
Masculine,2330,16453.8,163
Masculine,10731,16450.6,226
Masculine,17541,16430.0,58
Masculine,12994,16422.35,397
Masculine,640,16410.55,130
Masculine,8574,16402.5,403
Masculine,15487,16383.0,58
Masculine,10263,16378.7,270
Masculine,17306,16375.0,63
Masculine,4153,16372.0,237
Masculine,2747,16371.75,119
Masculine,11225,16360.0,275
Masculine,11875,16357.75,261
Masculine,5375,16352.2,214
Masculine,11694,16338.0,261
Masculine,10575,16312.0,234
Masculine,11771,16304.55,255
Masculine,8313,16290.95,382
Masculine,17047,16275.5,70
Masculine,2200,16268.3,117
Masculine,12422,16267.8,428
Masculine,9951,16253.1,230
Masculine,64,16251.5,188
Masculine,928,16242.5,132
Masculine,17900,16191.5,53
Masculine,949,16186.82,202
Masculine,11121,16159.8,224
Masculine,6649,16157.75,383
Masculine,13202,16144.85,416
Masculine,5453,16116.8,217
Masculine,8079,16115.4,372
Masculine,2695,16115.1,128
Masculine,481,16096.22,167
Masculine,11356,16062.7,279
Masculine,2796,16051.8,147
Masculine,11278,16048.0,240
Masculine,2742,16041.36,168
Masculine,8106,16037.3,358
Masculine,10602,16037.0,244
Masculine,584,16036.43,181
Masculine,2274,16004.56,199
Masculine,2097,15990.75,108
Masculine,5973,15990.6,212
Masculine,12474,15978.95,410
Masculine,17358,15975.5,58
Masculine,17203,15970.5,64
Masculine,4960,15954.7,222
Masculine,2538,15931.0,133
Masculine,10082,15923.6,310
Masculine,16344,15914.5,76
Masculine,1079,15909.78,180
Masculine,6156,15905.8,353
Masculine,3998,15904.6,224
Masculine,1495,15892.36,191
Masculine,2954,15886.4,135
Masculine,3399,15877.6,226
Masculine,2617,15871.6,103
Masculine,822,15844.0,109
Masculine,1962,15834.3,194
Masculine,1863,15822.45,106
Masculine,12240,15804.4,434
Masculine,792,15793.33,143
Masculine,17328,15790.5,54
Masculine,7404,15752.35,371
Masculine,16527,15748.5,52
Masculine,3244,15733.5,229
Masculine,4959,15732.4,245
Masculine,10497,15731.75,241
Masculine,1447,15725.1,102
Masculine,7481,15693.4,353
Masculine,8392,15676.65,386
Masculine,2846,15666.61,181
Masculine,2252,15626.1,120
Masculine,8495,15606.6,387
Masculine,16709,15598.0,66
Masculine,7117,15580.8,378
Masculine,12864,15578.75,434
Masculine,12032,15570.4,393
Masculine,17384,15551.0,43
Masculine,17770,15548.5,63
Masculine,9691,15545.15,246
Masculine,16995,15534.5,68
Masculine,1260,15522.09,180
Masculine,1573,15508.7,211
Masculine,4309,15503.05,228
Masculine,2664,15495.98,159
Masculine,6650,15495.8,403
Masculine,14112,15493.4,391
Masculine,2067,15489.86,192
Masculine,1235,15482.65,186
Masculine,7040,15477.1,421
Masculine,4075,15465.5,232
Masculine,2904,15461.9,126
Masculine,2903,15444.2,95
Masculine,17281,15396.5,62
Masculine,15227,15392.5,62
Masculine,11485,15389.0,220
Masculine,6311,15389.0,366
Masculine,15980,15379.0,70
Masculine,10913,15323.0,247
Masculine,2353,15306.14,196
Masculine,2379,15292.74,187
Masculine,15460,15287.5,67
Masculine,3113,15284.3,237
Masculine,2197,15282.5,162
Masculine,1136,15277.5,131
Masculine,11823,15274.5,226
Masculine,1499,15272.4,92
Masculine,2773,15237.2,109
Masculine,15877,15234.0,50
Masculine,9718,15211.2,222
Masculine,484,15206.0,127
Masculine,10472,15201.55,283
Masculine,10940,15189.45,255
Masculine,9301,15143.5,269
Masculine,6728,15110.9,363
Masculine,13982,15108.5,367
Masculine,5895,15107.0,230
Masculine,9146,15096.85,259
Masculine,9848,15085.0,248
Masculine,2930,15074.55,126
Masculine,17354,15070.0,61
Masculine,15071,15063.5,68
Masculine,17515,15029.0,58
Masculine,9484,15021.4,248
Masculine,589,15014.2,127
Masculine,4803,15011.0,222
Masculine,17147,14990.5,73
Masculine,298,14982.2,175
Masculine,17748,14981.0,67
Masculine,17510,14965.0,58
Masculine,9926,14961.9,273
Masculine,13020,14961.5,394
Masculine,4257,14922.5,236
Masculine,15851,14918.5,72
Masculine,5376,14897.9,222
Masculine,15014,14890.5,70
Masculine,4569,14875.8,238
Masculine,9614,14863.9,217
Masculine,16865,14825.5,51
Masculine,3893,14817.9,226
Masculine,9223,14808.0,253
Masculine,16808,14807.0,69
Masculine,15562,14801.48,102
Masculine,5167,14793.0,215
Masculine,8236,14765.9,353
Masculine,14658,14738.25,423
Masculine,1469,14721.66,188
Masculine,6910,14702.55,397
Masculine,5584,14702.5,229
Masculine,3425,14686.2,224
Masculine,2670,14663.0,141
Masculine,15612,14660.5,64
Masculine,3503,14649.5,252
Masculine,11018,14644.65,256
Masculine,14967,14631.5,49
Masculine,17021,14630.0,84
Masculine,5090,14628.8,225
Masculine,1498,14625.45,107
Masculine,15200,14616.0,48
Masculine,4361,14600.1,222
Masculine,2482,14599.4,178
Masculine,5349,14598.6,223
Masculine,16917,14586.5,65
Masculine,11017,14542.2,271
Masculine,901,14530.5,90
Masculine,2872,14526.3,176
Masculine,4049,14524.6,228
Masculine,221,14517.0,174
Masculine,2119,14505.99,170
Masculine,2665,14499.17,188
Masculine,3035,14494.6,244
Masculine,16111,14494.0,51
Masculine,2276,14461.2,114
Masculine,17567,14460.5,62
Masculine,16028,14439.0,63
Masculine,7378,14430.7,395
Masculine,11745,14403.0,272
Masculine,2014,14386.8,167
Masculine,1317,14384.3,116
Masculine,1343,14382.5,110
Masculine,2640,14369.2,122
Masculine,1316,14358.45,127
Masculine,770,14348.75,123
Masculine,11641,14348.0,247
Masculine,9899,14331.7,264
Masculine,563,14323.3,104
Masculine,5739,14320.25,251
Masculine,2096,14316.1,115
Masculine,16526,14288.0,57
Masculine,1703,14281.3,199
Masculine,16159,14256.0,78
Masculine,16813,14248.5,57
Masculine,12812,14246.2,394
Masculine,1186,14240.6,135
Masculine,7326,14232.0,367
Masculine,14966,14231.5,61
Masculine,17229,14230.0,56
Masculine,3816,14227.15,244
Masculine,5063,14224.75,254
Masculine,6130,14224.4,383
Masculine,5401,14208.3,240
Masculine,4335,14206.5,243
Masculine,2639,14204.0,175
Masculine,7534,14201.4,362
Masculine,532,14196.1,165
Masculine,17592,14195.0,76
Masculine,1004,14189.6,126
Masculine,15408,14188.5,67
Masculine,512,14186.5,125
Masculine,278,14178.8,137
Masculine,4232,14170.5,241
Masculine,4621,14169.4,225
Masculine,350,14153.22,169
Masculine,1422,14147.25,129
Masculine,10679,14141.8,259
Masculine,975,14133.27,198
Masculine,17722,14126.5,65
Masculine,10108,14126.5,251
Masculine,9925,14123.8,234
Masculine,14242,14122.85,421
Masculine,3712,14121.8,212
Masculine,1968,14118.9,135
Masculine,16652,14118.5,57
Masculine,14606,14106.1,386
Masculine,1885,14105.08,193
Masculine,1417,14102.41,165
Masculine,10238,14099.55,219
Masculine,6545,14098.9,367
Masculine,10029,14095.4,235
Masculine,455,14083.119999999999,193
Masculine,5038,14076.3,218
Masculine,2799,14066.75,118
Masculine,5947,14064.0,207
Masculine,2876,14063.85,134
Masculine,3842,14056.35,230
Masculine,692,14037.8,128
Masculine,900,14037.0,104
Masculine,3868,14035.0,248
Masculine,16758,14013.710000000001,116
Masculine,5896,14002.6,233
Masculine,9457,13997.9,242
Masculine,11538,13968.25,277
Masculine,1524,13967.5,145
Masculine,9822,13960.05,277
Masculine,6000,13956.05,377
Masculine,13618,13955.2,385
Masculine,741,13950.31,214
Masculine,15822,13923.67,95
Masculine,302,13920.8,129
Masculine,2066,13909.62,160
Masculine,5116,13909.5,206
Masculine,15690,13901.0,57
Masculine,1910,13874.02,171
Masculine,16238,13864.49,128
Masculine,17200,13863.75,100
Masculine,11901,13846.3,258
Masculine,10835,13846.0,232
Masculine,1058,13838.6,133
Masculine,6286,13836.05,403
Masculine,1572,13826.6,155
Masculine,16548,13821.5,59
Masculine,15955,13821.0,54
Masculine,14580,13803.85,418
Masculine,17407,13801.5,70
Masculine,13462,13794.4,406
Masculine,2616,13791.9,115
Masculine,2539,13791.8,105
Masculine,4933,13791.3,216
Masculine,3634,13788.25,236
Masculine,3504,13780.85,209
Masculine,9873,13780.5,256
Masculine,16132,13765.5,61
Masculine,3061,13763.0,241
Masculine,1339,13745.66,181
Masculine,740,13743.64,172
Masculine,10081,13730.9,244
Masculine,4179,13714.0,232
Masculine,11070,13707.4,250
Masculine,5141,13705.2,249
Masculine,200,13697.5,164
Masculine,1682,13692.55,111
Masculine,11564,13683.25,263
Masculine,2536,13672.3,142
Masculine,403,13664.63,168
Masculine,1105,13645.66,162
Masculine,2587,13635.38,187
Masculine,12578,13632.9,417
Masculine,15148,13623.5,79
Masculine,2328,13623.3,119
Masculine,10654,13609.5,254
Masculine,1862,13597.25,149
Masculine,2171,13580.8,181
Masculine,533,13578.960000000001,166
Masculine,2560,13575.6,180
Masculine,9588,13573.5,243
Masculine,15565,13569.5,54
Masculine,15046,13553.5,75
Masculine,5583,13551.55,244
Masculine,715,13542.79,190
Masculine,1706,13528.2,105
Masculine,15898,13510.0,56
Masculine,978,13508.5,128
Masculine,8053,13471.55,385
Masculine,2094,13468.5,129
Masculine,637,13467.43,163
Masculine,2795,13453.22,158
Masculine,247,13445.800000000001,208
Masculine,13878,13442.6,420
Masculine,12682,13430.25,389
Masculine,1266,13428.0,133
Masculine,4907,13421.4,265
Masculine,1599,13410.4,194
Masculine,17177,13403.5,51
Masculine,14086,13391.55,422
Masculine,16605,13388.0,56
Masculine,6052,13378.5,408
Masculine,5428,13370.0,221
Masculine,16030,13367.22,100
Masculine,251,13361.4,121
Masculine,16864,13345.5,63
Masculine,16501,13323.0,59
Masculine,5714,13308.45,237
Masculine,2873,13307.06,187
Masculine,17670,13293.5,65
Masculine,16730,13285.0,67
Masculine,90,13284.94,166
Masculine,17125,13268.5,57
Masculine,818,13262.08,179
Masculine,1755,13255.38,171
Masculine,15144,13251.0,56
Masculine,1650,13249.94,205
Masculine,17874,13246.0,72
Masculine,15352,13244.0,45
Masculine,17775,13243.0,39
Masculine,6676,13243.0,388
Masculine,2982,13238.85,121
Masculine,952,13232.4,120
Masculine,2566,13197.45,119
Masculine,15539,13196.5,59
Masculine,17176,13172.0,70
Masculine,16371,13165.0,55
Masculine,8158,13164.25,390
Masculine,326,13160.5,139
Masculine,5765,13156.1,246
Masculine,16292,13128.0,47
Masculine,2384,13108.1,119
Masculine,642,13104.7,117
Masculine,16448,13091.5,53
Masculine,15928,13084.0,59
Masculine,2618,13083.9,137
Masculine,16163,13076.0,61
Masculine,17094,13064.5,56
Masculine,12136,13050.8,413
Masculine,4466,13047.95,232
Masculine,5636,13039.85,227
Masculine,65,13038.8,173
Masculine,6832,13025.85,365
Masculine,16319,13012.0,60
Masculine,15196,13011.5,73
Masculine,15850,13003.0,54
Masculine,2826,12994.3,139
Masculine,17380,12987.0,55
Masculine,15305,12974.0,62
Masculine,2717,12960.98,192
Masculine,1364,12960.039999999999,171
Masculine,8418,12943.35,371
Masculine,16314,12936.0,54
Masculine,2590,12913.1,133
Masculine,10576,12908.4,259
Masculine,6363,12895.45,358
Masculine,2769,12894.37,174
Masculine,17458,12892.0,65
Masculine,146,12888.9,121
Masculine,2150,12869.5,131
Masculine,16657,12867.0,65
Masculine,13332,12844.8,397
Masculine,10784,12843.25,288
Masculine,17880,12839.0,89
Masculine,15638,12831.5,69
Masculine,173,12823.0,112
Masculine,5817,12808.7,233
Masculine,17332,12798.0,42
Masculine,3582,12796.15,238
Masculine,1262,12795.4,138
Masculine,5115,12777.4,256
Masculine,1864,12770.2,143
Masculine,16943,12768.5,70
Masculine,15950,12751.0,65
Masculine,2044,12701.9,117
Masculine,16938,12698.5,47
Masculine,844,12693.6,145
Masculine,1104,12683.32,176
Masculine,16994,12667.0,62
Masculine,15149,12659.0,55
Masculine,2301,12652.36,184
Masculine,11512,12651.5,293
Masculine,9094,12649.5,268
Masculine,3139,12648.1,238
Masculine,4127,12626.6,204
Masculine,5713,12625.2,221
Masculine,16214,12625.0,65
Masculine,11876,12616.0,269
Masculine,17771,12612.5,56
Masculine,15799,12579.5,65
Masculine,16162,12571.5,59
Masculine,16008,12568.0,83
Masculine,11720,12565.0,301
Masculine,15768,12562.0,65
Masculine,17645,12547.0,40
Masculine,720,12533.25,123
Masculine,3452,12515.8,232
Masculine,14450,12515.2,370
Masculine,17385,12503.5,61
Masculine,871,12487.85,179
Masculine,13930,12479.8,432
Masculine,17146,12456.0,54
Masculine,12656,12429.0,391
Masculine,16262,12428.5,48
Masculine,3270,12426.7,248
Masculine,1026,12424.7,163
Masculine,1729,12422.96,196
Masculine,1838,12422.5,113
Masculine,2800,12421.1,125
Masculine,17931,12420.0,46
Masculine,2226,12417.6,140
Masculine,16576,12412.02,85
Masculine,17198,12411.5,57
Masculine,1628,12405.95,135
Masculine,2720,12405.0,120
Masculine,1914,12392.3,121
Masculine,144,12391.15,132
Masculine,10861,12372.0,249
Masculine,16942,12365.0,62
Masculine,3426,12358.85,228
Masculine,3919,12353.5,223
Masculine,10653,12349.8,253
Masculine,3764,12339.9,221
Masculine,17068,12310.0,56
Masculine,4206,12301.95,219
Masculine,3114,12293.1,222
Masculine,143,12286.45,164
Masculine,16266,12257.0,59
Masculine,3738,12250.1,198
Masculine,16474,12249.0,54
Masculine,10367,12237.5,242
Masculine,1656,12232.0,137
Masculine,15253,12227.5,74
Masculine,1001,12220.84,167
Masculine,10186,12217.2,304
Masculine,16579,12213.0,52
Masculine,2980,12208.0,123
Masculine,3321,12207.1,215
Masculine,798,12206.9,131
Masculine,2951,12202.039999999999,164
Masculine,17020,12195.5,50
Masculine,16787,12191.5,64
Masculine,7456,12188.3,389
Masculine,1807,12186.539999999999,190
Masculine,509,12174.0,136
Masculine,1754,12152.15,169
Masculine,1624,12148.55,164
Masculine,16890,12133.5,61
Masculine,3036,12106.25,256
Masculine,6988,12100.5,368
Masculine,1522,12097.3,120
Masculine,1651,12096.93,182
Masculine,8262,12054.6,390
Masculine,2015,12037.23,164
Masculine,9509,11989.4,253
Masculine,13592,11970.6,436
Masculine,2302,11955.3,137
Masculine,17251,11948.5,64
Masculine,1448,11948.2,147
Masculine,15695,11943.5,45
Masculine,2306,11926.15,102
Masculine,16682,11922.5,61
Masculine,16968,11921.0,59
Masculine,3010,11905.4,231
Masculine,2483,11894.39,186
Masculine,272,11886.07,165
Masculine,1677,11884.01,183
Masculine,15331,11849.0,60
Masculine,3087,11841.05,234
Masculine,7014,11831.95,369
Masculine,2460,11828.75,103
Masculine,12630,11821.6,416
Masculine,15846,11821.5,58
Masculine,7664,11815.95,458
Masculine,16449,11813.0,50
Masculine,5011,11804.0,216
Masculine,11798,11803.5,238
Masculine,195,11798.13,185
Masculine,10628,11788.9,269
Masculine,5193,11776.0,225
Masculine,16574,11768.5,76
Masculine,17489,11763.5,60
Masculine,13488,11762.9,433
Masculine,1053,11759.26,175
Masculine,668,11755.75,122
Masculine,11434,11752.6,244
Masculine,2019,11745.2,121
Masculine,5558,11742.5,271
Masculine,11590,11737.9,257
Masculine,4777,11726.8,237
Masculine,2172,11713.1,120
Masculine,4076,11712.7,242
Masculine,17488,11695.0,60
Masculine,896,11690.86,174
Masculine,4829,11689.0,216
Masculine,432,11668.75,131
Masculine,2457,11660.0,189
Masculine,17124,11654.0,67
Masculine,17853,11641.0,73
Masculine,9510,11637.2,256
Masculine,1236,11621.1,117
Masculine,1314,11617.0,118
Masculine,15512,11606.5,55
Masculine,15643,11601.5,63
Masculine,3009,11596.2,243
Masculine,2410,11594.3,131
Masculine,16708,11574.0,57
Masculine,10446,11573.45,240
Masculine,120,11559.4,132
Masculine,3555,11553.5,208
Masculine,15224,11545.3,90
Masculine,1808,11542.4,134
Masculine,16397,11541.5,52
Masculine,796,11541.0,113
Masculine,2718,11526.5,123
Masculine,5843,11520.7,228
Masculine,4595,11509.7,218
Masculine,15482,11506.5,55
Masculine,1027,11498.52,173
Masculine,2562,11473.7,110
Masculine,8600,11450.75,412
Masculine,15747,11448.0,66
Masculine,16760,11443.0,62
Masculine,12786,11435.65,477
Masculine,11772,11435.0,256
Masculine,1890,11426.2,111
Masculine,14372,11426.0,418
Masculine,17692,11412.5,64
Masculine,16684,11409.0,73
Masculine,17774,11403.5,62
Masculine,9198,11402.7,252
Masculine,2899,11399.04,179
Masculine,1604,11397.5,126
Masculine,1756,11393.4,138
Masculine,16242,11390.5,70
Masculine,845,11383.22,176
Masculine,1134,11377.7,138
Masculine,15462,11373.0,71
Masculine,1370,11372.5,115
Masculine,9952,11371.45,275
Masculine,14962,11370.5,57
Masculine,1600,11363.2,135
Masculine,3088,11333.0,239
Masculine,819,11331.38,181
Masculine,174,11301.1,126
Masculine,68,11299.6,137
Masculine,2170,11298.96,173
Masculine,1521,11293.98,169
Masculine,2254,11287.3,106
Masculine,5089,11283.25,229
Masculine,16189,11282.0,60
Masculine,16420,11269.06,88
Masculine,1157,11252.84,189
Masculine,1836,11239.35,131
Masculine,5870,11236.7,227
Masculine,194,11234.56,168
Masculine,850,11231.3,104
Masculine,17150,11224.0,42
Masculine,13956,11217.65,432
Masculine,1391,11216.7,182
Masculine,2696,11215.0,119
Masculine,2822,11213.1,126
Masculine,17462,11195.5,68
Masculine,42,11192.9,139
Masculine,1084,11155.6,111
Masculine,1442,11149.1,178
Masculine,15820,11133.0,45
Masculine,10992,11117.5,256
Masculine,15222,11117.0,62
Masculine,15824,11105.0,55
Masculine,2148,11093.5,120
Masculine,2093,11072.0,222
Masculine,4101,11070.8,187
Masculine,117,11066.1,180
Masculine,16444,11060.0,63
Masculine,1860,11050.7,149
Masculine,3530,11050.55,234
Masculine,1990,11044.1,124
Masculine,13774,11040.0,451
Masculine,2356,11028.5,131
Masculine,3581,11026.5,212
Masculine,170,11013.0,114
Masculine,2488,11012.5,115
Masculine,15798,11011.0,56
Masculine,3660,11009.1,249
Masculine,11928,11008.4,245
Masculine,1578,11008.2,148
Masculine,3373,11000.5,242
Masculine,558,10995.83,169
Masculine,2358,10990.0,124
Masculine,4622,10985.1,224
Masculine,1494,10982.16,161
Masculine,168,10981.78,172
Masculine,15458,10980.09,88
Masculine,4726,10960.5,227
Masculine,1390,10944.61,171
Masculine,17537,10937.5,74
Masculine,13098,10935.25,394
Masculine,6962,10933.7,395
Masculine,2020,10923.9,127
Masculine,2352,10913.4,159
Masculine,2098,10900.4,141
Masculine,16862,10886.53,103
Masculine,351,10885.82,182
Masculine,5454,10885.7,215
Masculine,1420,10884.6,151
Masculine,10680,10871.85,272
Masculine,16340,10870.0,59
Masculine,13566,10862.65,405
Masculine,1396,10846.1,106
Masculine,2744,10839.6,136
Masculine,17463,10839.0,50
Masculine,16681,10832.82,109
Masculine,13436,10831.4,404
Masculine,15508,10829.5,51
Masculine,13514,10818.15,469
Masculine,16370,10801.5,62
Masculine,12,10789.49,129
Masculine,1288,10783.0,111
Masculine,12006,10779.4,465
Masculine,15692,10757.8,96
Masculine,122,10755.65,97
Masculine,39,10727.55,188
Masculine,91,10724.34,152
Masculine,2332,10724.25,135
Masculine,4647,10717.6,215
Masculine,17666,10713.5,57
Masculine,15435,10705.5,51
Masculine,15668,10698.5,73
Masculine,17255,10691.0,40
Masculine,610,10681.2,176
Masculine,17618,10674.5,61
Masculine,1888,10671.85,143
Masculine,4986,10671.2,223
Masculine,16004,10668.68,107
Masculine,118,10667.4,119
Masculine,767,10661.4,188
Masculine,7950,10639.45,336
Masculine,17282,10634.5,80
Masculine,325,10630.4,154
Masculine,3972,10623.8,220
Masculine,7898,10617.8,396
Masculine,14736,10613.4,405
Masculine,460,10604.2,126
Masculine,6364,10597.3,335
Masculine,17640,10590.0,52
Masculine,17564,10583.97,96
Masculine,743,10580.5,131
Masculine,276,10563.8,147
Masculine,17254,10553.5,57
Masculine,3296,10546.3,202
Masculine,16762,10545.5,66
Masculine,16756,10527.5,52
Masculine,2535,10519.85,154
Masculine,1313,10516.1,184
Masculine,718,10511.0,137
Masculine,376,10510.2,183
Masculine,16366,10500.5,59
Masculine,534,10496.75,106
Masculine,17487,10495.55,102
Masculine,2746,10485.0,138
Masculine,14060,10464.95,387
Masculine,16086,10436.0,74
Masculine,15535,10419.0,60
Masculine,44,10399.4,121
Masculine,15174,10387.0,56
Masculine,16886,10383.0,59
Masculine,11460,10374.25,227
Masculine,742,10364.0,123
Masculine,7976,10357.8,366
Masculine,16133,10342.5,77
Masculine,17333,10340.5,53
Masculine,824,10339.2,144
Masculine,16471,10325.0,77
Masculine,16290,10320.3,76
Masculine,15773,10319.5,54
Masculine,3451,10315.55,209
Masculine,15201,10314.5,47
Masculine,507,10314.460000000001,195
Masculine,4908,10312.5,226
Masculine,16423,10310.5,52
Masculine,15123,10303.0,51
Masculine,2484,10300.5,121
Masculine,2977,10293.29,180
Masculine,17671,10289.0,61
Masculine,11954,10278.2,231
Masculine,17074,10273.0,58
Masculine,17152,10269.5,60
Masculine,16834,10250.0,53
Masculine,1054,10230.1,116
Masculine,9120,10229.8,277
Masculine,15642,10222.5,55
Masculine,17588,10211.5,55
Masculine,17641,10196.5,73
Masculine,16784,10193.99,104
Masculine,1835,10193.5,129
Masculine,13124,10181.7,432
Masculine,2174,10174.75,113
Masculine,2436,10165.3,112
Masculine,6104,10157.5,362
Masculine,5818,10145.25,224
Masculine,13826,10144.6,408
Masculine,70,10141.6,142
Masculine,2016,10117.8,101
Masculine,2176,10117.7,145
Masculine,7092,10105.15,406
Masculine,5012,10094.25,225
Masculine,1261,10079.92,223
Masculine,15564,10067.5,58
Masculine,10550,10062.7,236
Masculine,1183,10059.81,176
Masculine,1786,10056.75,134
Masculine,17278,10052.38,98
Masculine,15561,10048.0,65
Masculine,688,10037.69,162
Masculine,744,10032.1,115
Masculine,15356,10027.0,67
Masculine,486,10020.0,128
Masculine,17330,10014.22,105
Masculine,15878,10013.5,64
Masculine,1887,10007.5,138
Masculine,18,10004.45,128
Masculine,15560,9999.0,76
Masculine,15380,9990.32,86
Masculine,12890,9986.4,429
Masculine,538,9981.1,128
Masculine,16732,9978.36,112
Masculine,15720,9973.5,56
Masculine,5245,9969.75,218
Masculine,16731,9957.0,58
Masculine,16315,9951.5,78
Masculine,925,9950.9,132
Masculine,330,9948.25,134
Masculine,16,9946.5,146
Masculine,16814,9945.0,57
Masculine,2748,9939.6,131
Masculine,15328,9938.33,78
Masculine,17620,9929.5,70
Masculine,15406,9926.67,93
Masculine,1574,9925.0,108
Masculine,4934,9924.9,228
Masculine,2196,9917.9,169
Masculine,564,9916.5,140
Masculine,5323,9906.5,205
Masculine,1029,9903.45,130
Masculine,7690,9902.05,366
Masculine,2614,9901.0,113
Masculine,6182,9893.05,380
Masculine,1780,9891.22,149
Masculine,17848,9889.5,53
Masculine,12058,9889.0,460
Masculine,16033,9886.0,63
Masculine,17614,9881.0,51
Masculine,3790,9867.4,243
Masculine,17514,9867.0,74
Masculine,611,9859.4,164
Masculine,15124,9845.0,52
Masculine,378,9839.0,127
Masculine,5921,9837.25,212
Masculine,1937,9834.98,190
Masculine,2592,9833.5,131
Masculine,17696,9818.0,63
Masculine,17046,9817.0,64
Masculine,7508,9807.1,375
Masculine,4102,9800.45,243
Masculine,9224,9797.6,271
Masculine,7170,9792.6,393
Masculine,772,9792.05,145
Masculine,457,9788.7,162
Masculine,2847,9779.78,196
Masculine,16553,9757.0,52
Masculine,5948,9743.15,204
Masculine,1680,9739.5,113
Masculine,4752,9736.1,204
Masculine,1497,9732.3,113
Masculine,2589,9728.4,125
Masculine,16342,9725.539999999999,99
Masculine,10394,9724.5,274
Masculine,662,9718.0,150
Masculine,2900,9712.5,97
Masculine,17723,9696.5,43
Masculine,2250,9693.7,123
Masculine,2588,9692.45,127
Masculine,1963,9688.1,188
Masculine,1911,9674.6,192
Masculine,1942,9671.5,114
Masculine,16761,9671.0,55
Masculine,15404,9669.0,52
Masculine,16446,9650.380000000001,86
Masculine,1342,9642.75,145
Masculine,4830,9640.2,234
Masculine,3374,9636.95,241
Masculine,15976,9626.5,58
Masculine,16470,9616.0,62
Masculine,16918,9613.5,64
Masculine,2041,9605.38,177
Masculine,6468,9599.4,382
Masculine,9432,9588.9,252
Masculine,2514,9581.65,122
Masculine,793,9561.76,153
Masculine,12838,9557.4,433
Masculine,4465,9557.35,219
Masculine,926,9556.95,110
Masculine,2874,9530.5,133
Masculine,408,9490.9,117
Masculine,16603,9483.86,88
Masculine,980,9482.8,121
Masculine,3243,9477.7,222
Masculine,16835,9464.0,48
Masculine,663,9459.09,175
Masculine,976,9459.0,119
Masculine,3997,9449.5,194
Masculine,15982,9431.0,49
Masculine,16602,9425.95,98
Masculine,2878,9424.3,128
Masculine,17720,9423.83,99
Masculine,1859,9421.42,193
